S.N.,Broker No.,Broker Name,Buy Amount (Rs.),Sell Amount (Rs.),Total Amount (Rs.),Matching Amount (Rs.),Date
1,44,Dynamic Money Managers Securities Pvt.Ltd,"43,884,862.00","52,271,079.00","96,155,941.00","14,647,828.00",10/6/2016
11,45,Imperial Securities Co .Pvt.Limited,"29,341,044.00","20,733,425.00","50,074,469.00","1,031,120.00",10/6/2016
42,46,Kalika Securities Pvt.Limited,"11,500,986.00","6,265,547.00","17,766,533.00",0,10/6/2016
34,47,Neev Securities Pvt.Ltd,"12,609,546.00","14,795,525.00","27,405,071.00","873,840.00",10/6/2016
25,48,Trishakti Securities Public Limited,"15,494,120.00","18,594,590.00","34,088,710.00","734,860.00",10/6/2016
3,49,Online Securities Limited,"33,319,320.00","45,104,564.00","78,423,884.00","15,370,376.00",10/6/2016
19,5,Market Securities Exchange Company Pvt. Limited,"14,404,030.00","25,769,976.00","40,174,006.00","537,680.00",10/6/2016
10,50,Crystal Kanchenjunga Securities Pvt.Ltd,"31,396,612.00","20,784,281.00","52,180,893.00","977,200.00",10/6/2016
46,51,Oxford Securities Pvt.Ltd,"7,578,214.00","6,052,994.00","13,631,208.00","320,760.00",10/6/2016
41,52,Sundhara Securities Limited,"11,326,561.00","6,825,144.00","18,151,705.00","250,960.00",10/6/2016
33,53,Investment Management Nepal Pvt. Ltd.,"8,474,342.00","20,154,145.00","28,628,487.00","21,000.00",10/6/2016
36,54,Sewa Securities Pvt. Ltd.,"11,760,751.00","13,479,406.50","25,240,157.50",0,10/6/2016
38,55,Bhrikuti Stock Broking Co. Pvt. Ltd.,"12,747,768.00","7,765,720.00","20,513,488.00","20,280.00",10/6/2016
50,56,Sri Hari Securities Pvt.Ltd,0,0,0,0,10/6/2016
8,57,Arya Tara Investment And Securities Pvt. Ltd.,"25,438,191.00","35,081,485.00","60,519,676.00","2,337,280.00",10/6/2016
2,58,Naasa Securities Co. Ltd.,"46,634,684.00","47,887,059.00","94,521,743.00","6,251,000.00",10/6/2016
9,59,Deevyaa Securities & Stock House Pvt. Ltd,"29,078,312.00","25,099,026.00","54,177,338.00",0,10/6/2016
7,6,Agrawal Securities Pvt. Limited,"23,804,517.00","36,952,369.00","60,756,886.00","6,964,340.00",10/6/2016
37,7,J.F. Securities Company Pvt. Limited,"13,644,396.00","8,853,568.00","22,497,964.00",0,10/6/2016
18,8,Ashutosh Brokerage & Securities Pvt. Limited,"20,827,047.00","21,764,290.00","42,591,337.00","5,141,304.00",10/6/2016
20,1,Kumari Securities Pvt. Limited,"27,474,379.00","17,402,004.00","44,876,383.00","2,987,952.00",10/9/2016
9,10,Pragyan Securities Pvt. Limited,"15,206,579.00","44,694,846.00","59,901,425.00","3,946,778.00",10/9/2016
34,11,Malla & Malla Stock Broking Company Pvt. Limited,"15,794,450.00","11,509,341.79","27,303,791.79","1,906,600.00",10/9/2016
37,13,Thrive Brokerage House Pvt. Limited,"11,158,574.00","14,099,872.00","25,258,446.00","339,920.00",10/9/2016
22,14,Nepal Stock House Pvt. Limited,"28,344,498.00","13,400,860.00","41,745,358.00","1,435,710.00",10/9/2016
18,16,Primo Securities Pvt. Limited,"12,190,014.00","37,276,529.00","49,466,543.00","9,096,230.00",10/9/2016
3,17,ABC Securities Pvt. Limited,"35,885,857.00","50,341,435.50","86,227,292.50","2,771,710.00",10/9/2016
46,18,Sagarmatha Securities Pvt. Limited,"7,258,474.00","4,877,385.00","12,135,859.00",0,10/9/2016
32,19,Nepal Investment & Securities Trading Pvt. Limited,"16,558,344.00","11,927,029.00","28,485,373.00",0,10/9/2016
41,20,Sipla Securities Pvt. Limited,"8,782,060.00","12,540,980.00","21,323,040.00","585,000.00",10/9/2016
40,21,Midas Stock Broking Company Pvt. Limited,"10,667,713.79","11,881,031.00","22,548,744.79",0,10/9/2016
50,22,Siprabi Securities Pvt. Limited,0,0,0,0,10/9/2016
33,25,Sweta Securities Pvt. Limited,"13,767,167.00","14,380,354.00","28,147,521.00","3,391,528.00",10/9/2016
27,26,Asian Securities Pvt. Limited,"16,643,681.00","19,867,431.00","36,511,112.00","2,039,176.00",10/9/2016
13,28,Shree Krishna Securities Limited,"22,179,336.00","33,070,361.00","55,249,697.00","245,584.00",10/9/2016
38,29,Trishul Securities And Investment Limited,"15,384,533.00","8,611,975.00","23,996,508.00","911,292.00",10/9/2016
47,3,Arun Securities Pvt. Limited,"1,947,938.00","1,649,923.00","3,597,861.00","400,200.00",10/9/2016
5,32,Premier Securites Company Limited,"39,692,427.00","38,876,212.00","78,568,639.00","8,954,606.00",10/9/2016
4,33,Dakshinkali Investment Securities Pvt.Limited,"48,317,954.00","36,623,694.00","84,941,648.00","24,957,300.00",10/9/2016
15,34,Vision Securities Pvt.Limited,"30,236,505.40","21,226,538.00","51,463,043.40","2,158,604.00",10/9/2016
23,35,Kohinoor Investment and Securities Pvt.Ltd,"21,854,938.00","19,460,793.00","41,315,731.00","1,001,800.00",10/9/2016
11,36,Secured Securities Limited,"23,839,263.00","34,144,182.00","57,983,445.00","4,685,000.00",10/9/2016
24,37,Swarnalaxmi Securities Pvt.Limited,"17,053,697.00","21,978,742.00","39,032,439.00","574,570.00",10/9/2016
17,38,Dipshika Dhitopatra Karobar Co. Pvt.Limited,"24,647,921.00","24,853,505.40","49,501,426.40","70,560.00",10/9/2016
25,39,Sumeru Securities Pvt.Limited,"12,789,204.00","25,354,269.00","38,143,473.00","13,467,208.00",10/9/2016
48,4,Stock Broker Opal Securities Investment Pvt. Limited,"337,000.00",0,"337,000.00",0,10/9/2016
45,40,Creative Securities Pvt.Limited,"12,432,139.00","6,187,998.00","18,620,137.00",0,10/9/2016
30,41,Linch Stock Market Limited,"15,649,405.00","16,427,517.00","32,076,922.00","447,000.00",10/9/2016
14,42,Sani Securities Company Limited,"36,587,533.00","16,463,027.00","53,050,560.00","1,269,900.00",10/9/2016
35,43,South Asian Bulls Pvt.Limited,"11,843,234.00","15,033,707.00","26,876,941.00","786,340.00",10/9/2016
2,44,Dynamic Money Managers Securities Pvt.Ltd,"44,189,751.00","58,035,908.00","102,225,659.00","20,005,212.00",10/9/2016
16,45,Imperial Securities Co .Pvt.Limited,"21,644,489.00","28,122,810.00","49,767,299.00","1,983,620.00",10/9/2016
43,46,Kalika Securities Pvt.Limited,"10,811,880.00","8,813,787.00","19,625,667.00",0,10/9/2016
29,47,Neev Securities Pvt.Ltd,"7,523,743.00","25,063,091.00","32,586,834.00","156,200.00",10/9/2016
12,48,Trishakti Securities Public Limited,"33,045,964.00","23,319,804.00","56,365,768.00","782,320.00",10/9/2016
1,49,Online Securities Limited,"69,122,438.00","42,451,229.00","111,573,667.00","37,003,834.00",10/9/2016
21,5,Market Securities Exchange Company Pvt. Limited,"22,858,127.00","19,246,235.00","42,104,362.00","1,113,444.00",10/9/2016
28,50,Crystal Kanchenjunga Securities Pvt.Ltd,"24,079,714.00","9,282,290.00","33,362,004.00","661,700.00",10/9/2016
42,51,Oxford Securities Pvt.Ltd,"9,401,989.00","11,834,009.00","21,235,998.00","379,340.00",10/9/2016
39,52,Sundhara Securities Limited,"14,213,817.00","8,524,937.00","22,738,754.00","695,000.00",10/9/2016
26,53,Investment Management Nepal Pvt. Ltd.,"8,761,695.00","28,841,694.00","37,603,389.00","6,085,940.00",10/9/2016
36,54,Sewa Securities Pvt. Ltd.,"12,277,501.00","13,988,318.50","26,265,819.50","2,330,000.00",10/9/2016
44,55,Bhrikuti Stock Broking Co. Pvt. Ltd.,"10,430,984.00","8,559,680.00","18,990,664.00",0,10/9/2016
49,56,Sri Hari Securities Pvt.Ltd,0,0,0,0,10/9/2016
7,57,Arya Tara Investment And Securities Pvt. Ltd.,"38,937,593.00","28,247,395.00","67,184,988.00","3,044,720.00",10/9/2016
6,58,Naasa Securities Co. Ltd.,"22,902,486.00","53,589,593.00","76,492,079.00","6,633,150.00",10/9/2016
10,59,Deevyaa Securities & Stock House Pvt. Ltd,"35,446,278.00","23,171,568.00","58,617,846.00","4,449,352.00",10/9/2016
8,6,Agrawal Securities Pvt. Limited,"27,345,298.00","38,861,427.00","66,206,725.00","2,874,746.00",10/9/2016
31,7,J.F. Securities Company Pvt. Limited,"23,024,193.00","5,582,753.00","28,606,946.00","654,400.00",10/9/2016
19,8,Ashutosh Brokerage & Securities Pvt. Limited,"37,168,634.00","8,013,322.00","45,181,956.00",0,10/9/2016
26,1,Kumari Securities Pvt. Limited,"13,136,993.00","8,946,902.00","22,083,895.00","2,164,808.00",10/17/2016
3,10,Pragyan Securities Pvt. Limited,"11,110,290.00","35,244,976.00","46,355,266.00","11,720,460.00",10/17/2016
32,11,Malla & Malla Stock Broking Company Pvt. Limited,"11,495,412.00","5,175,186.00","16,670,598.00","917,900.00",10/17/2016
34,13,Thrive Brokerage House Pvt. Limited,"10,153,559.00","5,662,078.00","15,815,637.00","620,000.00",10/17/2016
20,14,Nepal Stock House Pvt. Limited,"21,484,518.00","5,696,351.00","27,180,869.00","776,672.00",10/17/2016
43,16,Primo Securities Pvt. Limited,"8,387,154.00","2,536,657.00","10,923,811.00","187,738.00",10/17/2016
12,17,ABC Securities Pvt. Limited,"17,565,206.00","16,714,043.00","34,279,249.00","572,680.00",10/17/2016
36,18,Sagarmatha Securities Pvt. Limited,"933,600.00","13,726,609.00","14,660,209.00",0,10/17/2016
17,19,Nepal Investment & Securities Trading Pvt. Limited,"15,767,004.00","13,017,523.60","28,784,527.60","721,800.00",10/17/2016
41,20,Sipla Securities Pvt. Limited,"3,854,101.00","7,493,590.00","11,347,691.00",0,10/17/2016
39,21,Midas Stock Broking Company Pvt. Limited,"7,317,571.00","4,394,882.00","11,712,453.00","87,386.00",10/17/2016
35,22,Siprabi Securities Pvt. Limited,"11,438,632.00","4,287,682.00","15,726,314.00","1,495,100.00",10/17/2016
10,25,Sweta Securities Pvt. Limited,"25,109,883.00","12,872,382.00","37,982,265.00","469,930.00",10/17/2016
11,26,Asian Securities Pvt. Limited,"8,740,347.00","26,598,677.00","35,339,024.00","1,178,432.00",10/17/2016
29,28,Shree Krishna Securities Limited,"14,036,815.00","6,216,569.00","20,253,384.00","1,649,024.00",10/17/2016
37,29,Trishul Securities And Investment Limited,"7,696,209.00","6,418,180.00","14,114,389.00","900,000.00",10/17/2016
49,3,Arun Securities Pvt. Limited,"1,025,210.00","432,302.00","1,457,512.00",0,10/17/2016
6,32,Premier Securites Company Limited,"35,954,631.00","7,904,141.00","43,858,772.00","2,905,084.00",10/17/2016
13,33,Dakshinkali Investment Securities Pvt.Limited,"10,771,159.00","23,312,696.00","34,083,855.00","2,391,600.00",10/17/2016
23,34,Vision Securities Pvt.Limited,"17,446,061.00","7,780,295.00","25,226,356.00","619,600.00",10/17/2016
8,35,Kohinoor Investment and Securities Pvt.Ltd,"10,441,824.00","29,133,744.00","39,575,568.00","6,550,000.00",10/17/2016
18,36,Secured Securities Limited,"14,824,118.00","13,585,945.00","28,410,063.00","1,365,800.00",10/17/2016
31,37,Swarnalaxmi Securities Pvt.Limited,"11,987,278.00","5,892,814.00","17,880,092.00","363,800.00",10/17/2016
28,38,Dipshika Dhitopatra Karobar Co. Pvt.Limited,"14,320,355.00","7,131,732.00","21,452,087.00","366,240.00",10/17/2016
40,39,Sumeru Securities Pvt.Limited,"5,748,222.00","5,600,001.00","11,348,223.00","432,120.00",10/17/2016
48,4,Stock Broker Opal Securities Investment Pvt. Limited,"2,796,910.00","851,899.00","3,648,809.00",0,10/17/2016
44,40,Creative Securities Pvt.Limited,"4,535,961.00","5,696,612.00","10,232,573.00","84,162.00",10/17/2016
33,41,Linch Stock Market Limited,"10,429,519.00","6,157,416.00","16,586,935.00","1,602,000.00",10/17/2016
14,42,Sani Securities Company Limited,"15,198,710.00","18,392,280.00","33,590,990.00","740,300.00",10/17/2016
22,43,South Asian Bulls Pvt.Limited,"9,091,850.00","16,153,381.00","25,245,231.00","797,054.00",10/17/2016
7,44,Dynamic Money Managers Securities Pvt.Ltd,"12,387,343.00","30,672,883.00","43,060,226.00","7,947,180.00",10/17/2016
4,45,Imperial Securities Co .Pvt.Limited,"24,543,231.30","21,581,322.00","46,124,553.30","9,313,920.00",10/17/2016
46,46,Kalika Securities Pvt.Limited,"2,565,597.00","5,618,938.00","8,184,535.00",0,10/17/2016
27,47,Neev Securities Pvt.Ltd,"8,970,965.00","12,819,094.00","21,790,059.00","12,380.00",10/17/2016
5,48,Trishakti Securities Public Limited,"22,681,989.00","22,865,501.00","45,547,490.00","22,684,162.00",10/17/2016
9,49,Online Securities Limited,"19,329,819.00","18,665,642.00","37,995,461.00","16,566,688.00",10/17/2016
50,5,Market Securities Exchange Company Pvt. Limited,0,0,0,0,10/17/2016
16,50,Crystal Kanchenjunga Securities Pvt.Ltd,"5,776,366.00","23,117,634.00","28,894,000.00","3,826,142.00",10/17/2016
42,51,Oxford Securities Pvt.Ltd,"4,125,530.00","7,042,631.00","11,168,161.00",0,10/17/2016
45,52,Sundhara Securities Limited,"5,027,002.00","3,506,717.00","8,533,719.00","123,400.00",10/17/2016
25,53,Investment Management Nepal Pvt. Ltd.,"6,505,288.00","16,165,413.00","22,670,701.00","401,100.00",10/17/2016
24,54,Sewa Securities Pvt. Ltd.,"7,736,647.00","16,102,861.00","23,839,508.00","797,000.00",10/17/2016
38,55,Bhrikuti Stock Broking Co. Pvt. Ltd.,"5,234,919.00","8,395,676.00","13,630,595.00",0,10/17/2016
1,56,Sri Hari Securities Pvt.Ltd,"26,746,622.00","25,986,181.00","52,732,803.00","12,921,560.00",10/17/2016
19,57,Arya Tara Investment And Securities Pvt. Ltd.,"16,661,827.00","11,416,281.00","28,078,108.00","249,806.00",10/17/2016
2,58,Naasa Securities Co. Ltd.,"30,500,285.00","17,796,890.70","48,297,175.70","1,798,178.00",10/17/2016
30,59,Deevyaa Securities & Stock House Pvt. Ltd,"10,515,403.00","9,569,546.00","20,084,949.00","769,100.00",10/17/2016
15,6,Agrawal Securities Pvt. Limited,"16,365,468.00","16,097,922.00","32,463,390.00","6,482,662.00",10/17/2016
47,7,J.F. Securities Company Pvt. Limited,"3,025,964.00","4,520,142.00","7,546,106.00",0,10/17/2016
21,8,Ashutosh Brokerage & Securities Pvt. Limited,"19,364,347.00","5,894,894.00","25,259,241.00","5,587,986.00",10/17/2016
26,1,Kumari Securities Pvt. Limited,"9,628,339.00","14,770,008.00","24,398,347.00","183,000.00",10/18/2016
13,10,Pragyan Securities Pvt. Limited,"17,115,649.00","16,999,823.00","34,115,472.00","2,571,606.00",10/18/2016
35,11,Malla & Malla Stock Broking Company Pvt. Limited,"8,792,275.00","8,299,274.00","17,091,549.00","138,000.00",10/18/2016
34,13,Thrive Brokerage House Pvt. Limited,"9,010,836.00","9,500,626.00","18,511,462.00","919,588.00",10/18/2016
14,14,Nepal Stock House Pvt. Limited,"24,105,152.00","9,111,221.50","33,216,373.50","2,418,426.00",10/18/2016
31,16,Primo Securities Pvt. Limited,"5,338,531.00","15,180,646.00","20,519,177.00","1,487,456.00",10/18/2016
10,17,ABC Securities Pvt. Limited,"22,743,181.00","13,604,048.00","36,347,229.00","777,000.00",10/18/2016
42,18,Sagarmatha Securities Pvt. Limited,"3,996,883.00","9,405,155.00","13,402,038.00","1,101,600.00",10/18/2016
29,19,Nepal Investment & Securities Trading Pvt. Limited,"14,081,455.00","8,050,212.00","22,131,667.00","967,284.00",10/18/2016
44,20,Sipla Securities Pvt. Limited,"6,756,774.00","5,726,034.00","12,482,808.00","3,095,848.00",10/18/2016
37,21,Midas Stock Broking Company Pvt. Limited,"7,882,112.00","8,019,242.00","15,901,354.00","46,056.00",10/18/2016
28,22,Siprabi Securities Pvt. Limited,"18,895,126.50","3,444,407.00","22,339,533.50","1,128,200.00",10/18/2016
17,25,Sweta Securities Pvt. Limited,"21,651,315.00","8,667,978.00","30,319,293.00","926,836.00",10/18/2016
16,26,Asian Securities Pvt. Limited,"20,194,548.00","10,918,926.00","31,113,474.00","1,479,664.00",10/18/2016
11,28,Shree Krishna Securities Limited,"16,467,058.00","19,361,883.00","35,828,941.00","1,309,040.00",10/18/2016
23,29,Trishul Securities And Investment Limited,"8,456,463.00","17,326,609.00","25,783,072.00","470,980.00",10/18/2016
48,3,Arun Securities Pvt. Limited,"4,332,405.00","137,050.00","4,469,455.00",0,10/18/2016
19,32,Premier Securites Company Limited,"17,651,352.00","11,767,116.00","29,418,468.00","4,803,600.00",10/18/2016
4,33,Dakshinkali Investment Securities Pvt.Limited,"18,516,096.00","24,534,148.00","43,050,244.00","6,487,122.00",10/18/2016
12,34,Vision Securities Pvt.Limited,"21,614,277.00","14,044,723.00","35,659,000.00","4,409,200.00",10/18/2016
6,35,Kohinoor Investment and Securities Pvt.Ltd,"18,392,504.00","22,680,082.00","41,072,586.00","9,398,632.00",10/18/2016
9,36,Secured Securities Limited,"17,874,391.00","18,854,038.00","36,728,429.00","1,974,864.00",10/18/2016
32,37,Swarnalaxmi Securities Pvt.Limited,"11,521,189.00","7,484,267.00","19,005,456.00","1,798,960.00",10/18/2016
15,38,Dipshika Dhitopatra Karobar Co. Pvt.Limited,"15,434,799.00","17,564,630.00","32,999,429.00","751,904.00",10/18/2016
45,39,Sumeru Securities Pvt.Limited,"6,913,004.00","5,477,661.00","12,390,665.00","307,340.00",10/18/2016
49,4,Stock Broker Opal Securities Investment Pvt. Limited,"722,514.00","1,106,477.00","1,828,991.00",0,10/18/2016
40,40,Creative Securities Pvt.Limited,"11,136,345.00","3,530,394.00","14,666,739.00","193,500.00",10/18/2016
22,41,Linch Stock Market Limited,"11,944,718.00","15,091,606.00","27,036,324.00","3,106,280.00",10/18/2016
5,42,Sani Securities Company Limited,"19,417,972.00","23,419,681.00","42,837,653.00","5,703,238.00",10/18/2016
46,43,South Asian Bulls Pvt.Limited,"7,396,749.00","4,941,055.00","12,337,804.00",0,10/18/2016
1,44,Dynamic Money Managers Securities Pvt.Ltd,"33,779,810.00","29,771,592.00","63,551,402.00","16,596,436.00",10/18/2016
8,45,Imperial Securities Co .Pvt.Limited,"15,552,256.00","24,874,419.00","40,426,675.00","2,728,810.00",10/18/2016
47,46,Kalika Securities Pvt.Limited,"2,295,475.00","4,727,688.00","7,023,163.00",0,10/18/2016
36,47,Neev Securities Pvt.Ltd,"7,597,555.00","9,133,573.00","16,731,128.00","2,416,000.00",10/18/2016
18,48,Trishakti Securities Public Limited,"11,937,925.00","17,774,049.00","29,711,974.00","5,003,824.00",10/18/2016
3,49,Online Securities Limited,"23,199,416.00","20,818,360.00","44,017,776.00","17,819,904.00",10/18/2016
50,5,Market Securities Exchange Company Pvt. Limited,0,0,0,0,10/18/2016
24,50,Crystal Kanchenjunga Securities Pvt.Ltd,"7,476,514.00","17,493,438.00","24,969,952.00","1,199,158.00",10/18/2016
43,51,Oxford Securities Pvt.Ltd,"5,896,553.00","7,104,967.00","13,001,520.00","204,000.00",10/18/2016
39,52,Sundhara Securities Limited,"5,976,014.00","8,747,716.00","14,723,730.00","456,000.00",10/18/2016
27,53,Investment Management Nepal Pvt. Ltd.,"6,497,327.00","16,339,790.00","22,837,117.00","1,856,040.00",10/18/2016
21,54,Sewa Securities Pvt. Ltd.,"1,370,320.00","27,413,510.00","28,783,830.00","63,800.00",10/18/2016
38,55,Bhrikuti Stock Broking Co. Pvt. Ltd.,"5,844,792.00","10,040,736.00","15,885,528.00",0,10/18/2016
2,56,Sri Hari Securities Pvt.Ltd,"40,921,086.00","14,606,325.00","55,527,411.00","7,653,898.00",10/18/2016
7,57,Arya Tara Investment And Securities Pvt. Ltd.,"13,418,690.00","27,200,419.00","40,619,109.00","4,938,060.00",10/18/2016
20,58,Naasa Securities Co. Ltd.,"15,637,509.00","13,503,317.00","29,140,826.00","3,949,328.00",10/18/2016
25,59,Deevyaa Securities & Stock House Pvt. Ltd,"13,619,809.00","11,156,609.00","24,776,418.00","3,579,036.00",10/18/2016
30,6,Agrawal Securities Pvt. Limited,"14,980,911.00","6,452,138.00","21,433,049.00","1,064,780.00",10/18/2016
41,7,J.F. Securities Company Pvt. Limited,"5,772,200.00","8,795,789.00","14,567,989.00","265,440.00",10/18/2016
33,8,Ashutosh Brokerage & Securities Pvt. Limited,"7,028,648.00","11,813,367.00","18,842,015.00","790,916.00",10/18/2016
21,1,Kumari Securities Pvt. Limited,"11,082,206.00","7,396,531.00","18,478,737.00","412,000.00",10/19/2016
16,10,Pragyan Securities Pvt. Limited,"6,149,955.00","15,169,802.00","21,319,757.00","878,936.00",10/19/2016
31,11,Malla & Malla Stock Broking Company Pvt. Limited,"9,381,346.00","6,578,774.00","15,960,120.00","935,600.00",10/19/2016
22,13,Thrive Brokerage House Pvt. Limited,"8,277,309.00","9,801,915.00","18,079,224.00","529,236.00",10/19/2016
